## Initial set of words come from Mathematica with usage frequency.
## These have been augmented with Linux dictionary words: /usr/share/dict/words.
## The additional words have been filtered removing: words that end in "s";
## words with accents; and words with a capital letter.
## These additional words have been assigned the frequency of 1.0e-9 (lower than any of the Mathematica word frequencies).
word,freq
owned,4.487925191456497e-5
brief,4.4781359964413166e-5
grade,4.433821465437622e-5
break,4.429286047507053e-5
build,4.417366306984434e-5
rural,4.406107204229776e-5
entry,4.344315260525909e-5
layer,4.3397579265475164e-5
acres,4.316798279635293e-5
train,4.315975250569492e-5
sight,4.262442107209454e-5
brain,4.259137563060794e-5
brown,4.23700908413992e-5
favor,4.233264265402489e-5
fifty,4.222880190196736e-5
drive,4.2112528952053185e-5
rapid,4.1827142070112596e-5
fruit,4.125584425347727e-5
scene,4.103147889745599e-5
birth,4.0972019992440625e-5
spoke,4.081526697906484e-5
urban,4.078318842007744e-5
grown,4.077925742693328e-5
crime,4.0156835352725225e-5
plane,3.9680148132933315e-5
coast,3.958087426972383e-5
wages,3.9016555289717935e-5
store,3.891749927985645e-5
sugar,3.888365137543687e-5
thick,3.871359105596461e-5
mixed,3.8472881177215085e-5
grain,3.8156088777492734e-5
block,3.81225729936396e-5
forty,3.808096551400381e-5
frame,3.804115457153962e-5
sleep,3.7831700624632465e-5
fight,3.782537484608078e-5
minor,3.751153501177987e-5
angle,3.7412649670439855e-5
false,3.737108485793443e-5
youth,3.737066220236068e-5
refer,3.7288727257000125e-5
raise,3.7283799454425784e-5
apart,3.6861661407859517e-5
steam,3.673936440430012e-5
plain,3.6511428017253737e-5
inner,3.6451904358593465e-5
dated,3.622255949747516e-5
guide,3.605810431411866e-5
twice,3.580338355368889e-5
extra,3.5605368413450174e-5
adult,3.524730936916873e-5
curve,3.5076158129641584e-5
touch,3.500348629580109e-5
fluid,3.493252182260741e-5
track,3.4895897863798566e-5
radio,3.48091046355759e-5
cycle,3.4644189502742826e-5
aside,3.462404549757683e-5
clean,3.448821644493333e-5
heads,3.4097410127111616e-5
gross,3.4063446589372744e-5
ended,3.3959858828299985e-5
input,3.347003000783827e-5
rooms,3.326487954201994e-5
chain,3.3024661088219006e-5
scope,3.3008028436869226e-5
sheet,3.298741920896918e-5
noise,3.293061670929388e-5
delay,3.278896635416952e-5
roads,3.277740691351553e-5
watch,3.2762852062519576e-5
chair,3.269232931961676e-5
ahead,3.248632831378855e-5
hence,3.221030469279898e-5
truly,3.196430358791763e-5
ideal,3.180594510222044e-5
novel,3.1671581473317496e-5
shift,3.1614773953979795e-5
route,3.1441872703880115e-5
smile,3.0468867351392616e-5
wheat,3.022518282070711e-5
reply,3.0091966502340827e-5
loved,3.0024997178448283e-5
teeth,2.9857469961705313e-5
quiet,2.978439472047404e-5
outer,2.965063326677153e-5
clerk,2.9487475666144447e-5
noble,2.9447517145605806e-5
count,2.921138620289409e-5
worse,2.903937793353004e-5
lying,2.9016387377789244e-5
phone,2.881720446351604e-5
exact,2.8788012315445883e-5
sharp,2.8660680045340417e-5
valid,2.8233376766168474e-5
arise,2.8171269989239118e-5
taste,2.812783987018727e-5
sweet,2.8063045064044753e-5
lease,2.7768428026890054e-5
amend,2.768387331972493e-5
spend,2.762293160643773e-5
fifth,2.7579956268798977e-5
award,2.7512983431142754e-5
enjoy,2.7473336631638915e-5
quick,2.7407571022788973e-5
drink,2.7374861898682913e-5
spite,2.734365465756579e-5
width,2.711357728001563e-5
honor,2.683025965060301e-5
acute,2.6594988074093522e-5
skill,2.6522179878901726e-5
fault,2.650360210837342e-5
grass,2.6460713108927883e-5
vital,2.628828971348367e-5
empty,2.6280235163202743e-5
thank,2.5939425184813332e-5
abuse,2.572158438597462e-5
admit,2.5636540763692105e-5
draft,2.525858232876171e-5
roots,2.518656868913896e-5
armed,2.503369838462663e-5
dream,2.490033599408462e-5
shore,2.4743031821777737e-5
broke,2.4557685305494527e-5
valve,2.4540433110607927e-5
teach,2.4435066498379085e-5
owing,2.4330678603120368e-5
dress,2.4183031759297515e-5
guard,2.3979660137315822e-5
treat,2.3962842260423626e-5
alive,2.3842143976140963e-5
wheel,2.3724449959802425e-5
falls,2.371006661917238e-5
grand,2.366799733059614e-5
grace,2.3607951125080418e-5
trend,2.346284646247707e-5
chest,2.3412117987152528e-5
catch,2.332161201318328e-5
maybe,2.3269281028770503e-5
sixty,2.3126390315068042e-5
cloth,2.2944075172905894e-5
faced,2.281821265995003e-5
bread,2.278271159961921e-5
sheep,2.2716473640537788e-5
print,2.267905456720538e-5
unity,2.264163950960289e-5
supra,2.2623084327555365e-5
shock,2.2455899451787818e-5
adopt,2.2453857955091286e-5
tears,2.230455914037385e-5
sorry,2.2250301609533415e-5
shaft,2.2120664812421858e-5
saved,2.2092708806638747e-5
shell,2.2051003945552472e-5
pound,2.202670375989251e-5
hotel,2.1946673153831128e-5
panel,2.1872632249508376e-5
rough,2.178431681193642e-5
grave,2.1701044126547283e-5
liver,2.164681821957995e-5
nerve,2.1643744161453605e-5
truck,2.1610774031777856e-5
royal,2.1555645087545447e-5
ocean,2.1429547944125312e-5
newly,2.1348320481426752e-5
cards,2.110354906195413e-5
dance,2.0863193703248123e-5
blind,2.074761095691342e-5
fever,2.065233876856619e-5
glory,2.0512706317725095e-5
crowd,2.0435011983156848e-5
loose,2.0430355242351898e-5
trace,2.0299856067240675e-5
shook,2.026352877047944e-5
score,2.0262970082054745e-5
flesh,2.0055799077605375e-5
theme,2.00086107373175e-5
guess,1.9944301834494933e-5
throw,1.988020225159429e-5
worst,1.986633643815729e-5
pride,1.9846812963233542e-5
match,1.977220772890391e-5
logic,1.9714714273382148e-5
smoke,1.968829152279558e-5
argue,1.9429378340332513e-5
habit,1.9302383893506308e-5
cable,1.9234061770597988e-5
flood,1.9165858613688456e-5
storm,1.916388990209667e-5
virus,1.9161848353777383e-5
dozen,1.91282146594807e-5
wound,1.911326911666228e-5
proud,1.8968838872502907e-5
slope,1.8953960178167074e-5
canal,1.8925640194419323e-5
topic,1.8619389426348715e-5
crown,1.860497509062651e-5
prime,1.8593053894401792e-5
slave,1.8477268353706284e-5
tract,1.8410910926659836e-5
pilot,1.8394326752788184e-5
liked,1.8267521258515192e-5
fewer,1.8119902524801758e-5
solar,1.8020263742444764e-5
dried,1.800882040777148e-5
solve,1.7959610649436658e-5
pulse,1.792721274439916e-5
bones,1.781197233903988e-5
organ,1.7782061644548912e-5
split,1.7649143024333506e-5
merit,1.7536273405523945e-5
fraud,1.739051495869454e-5
nurse,1.7370457391691838e-5
anger,1.728805310789724e-5
sixth,1.707307000286068e-5
tight,1.7071643414807683e-5
naval,1.6906498027871707e-5
inter,1.680414058605225e-5
dying,1.6777736157915807e-5
reign,1.6766270747036666e-5
verse,1.6737804743554105e-5
video,1.668940520049159e-5
wings,1.6590669905295663e-5
serum,1.6576158303814578e-5
oxide,1.652009216621109e-5
yours,1.644368063724671e-5
angry,1.642187020413526e-5
alike,1.638884082556832e-5
cream,1.6351297821944698e-5
links,1.6285847392523268e-5
drove,1.615180734755777e-5
paint,1.5950283965270357e-5
fleet,1.5942590830681953e-5
widow,1.587411410217183e-5
crude,1.586824812469564e-5
chart,1.5828440695995123e-5
tumor,1.5763236781243184e-5
woods,1.5725941168090385e-5
cubic,1.5718437802708326e-5
basin,1.571807381176057e-5
tired,1.569136626511113e-5
sword,1.5686558934434298e-5
fired,1.5609717440507162e-5
shoes,1.5570898383332456e-5
brick,1.5568613934975947e-5
cargo,1.5522791881446522e-5
worry,1.5431050087008324e-5
alter,1.5376305146949223e-5
stick,1.5329502316733373e-5
stuff,1.530636267701941e-5
laugh,1.5170450799946375e-5
cloud,1.5131280868370175e-5
fatal,1.476274779653284e-5
fiber,1.4728269892078228e-5
array,1.4588968088309175e-5
strip,1.4510220126603965e-5
laser,1.4503700292450437e-5
marry,1.4474810926094992e-5
usage,1.4406900917469398e-5
beach,1.4334998495837887e-5
cease,1.4283473944708168e-5
ruled,1.4172681964164392e-5
spots,1.4132708384638562e-5
label,1.4089158323466989e-5
drama,1.4061659459357173e-5
seats,1.3995638471450725e-5
tower,1.3951726966775081e-5
essay,1.394529828514428e-5
badly,1.3888587658188521e-5
rigid,1.3878545308701008e-5
flour,1.3801484455527158e-5
lunch,1.3742292838971532e-5
knife,1.3714492200302444e-5
blank,1.3695092209073644e-5
pupil,1.3599634165014872e-5
clock,1.3558917301691047e-5
decay,1.3451238013799147e-5
genus,1.3446520535079207e-5
asset,1.3441031289374057e-5
midst,1.3434693206541301e-5
flame,1.3347585499081473e-5
march,1.3289513526786176e-5
mercy,1.3220650786237786e-5
tribe,1.3170656454670439e-5
queen,1.3156410861517093e-5
blame,1.3129778331980815e-5
cheap,1.2986646674483336e-5
urine,1.2970756239971707e-5
ample,1.2906649820773954e-5
fancy,1.2832239349345294e-5
burst,1.2747517989388616e-5
loads,1.273207951572289e-5
guilt,1.2684507673227946e-5
rings,1.2667039248089199e-5
pitch,1.2661295750375476e-5
brand,1.2652877274570825e-5
shade,1.2425075457673108e-5
magic,1.2378227653998147e-5
dense,1.2335987493397984e-5
deeds,1.2333926921984348e-5
dairy,1.2292694229229948e-5
amino,1.2233831628978323e-5
prize,1.2187875828837245e-5
talks,1.2109945570136375e-5
smell,1.2106342456468388e-5
shirt,1.2094304302109842e-5
graph,1.2056041354442638e-5
hired,1.2028785660649795e-5
craft,1.2004453851116735e-5
uncle,1.1934698739618841e-5
buyer,1.1866310392053471e-5
sport,1.1800342330897845e-5
meter,1.175922632089066e-5
audit,1.1718934952055133e-5
quote,1.1698929087575113e-5
realm,1.1666444774316708e-5
slide,1.1553928107801293e-5
giant,1.1507884752505988e-5
photo,1.1438032819418766e-5
alarm,1.1435334567961355e-5
juice,1.140523817813251e-5
trail,1.1398194085891935e-5
naked,1.1393884705724806e-5
crack,1.133304238175305e-5
trunk,1.1332457224973222e-5
brush,1.1242804914789198e-5
alien,1.1237891669235805e-5
spare,1.122106927464745e-5
movie,1.117900683222947e-5
renal,1.1173289242569916e-5
shame,1.1142086392742098e-5
imply,1.0972402729033725e-5
elect,1.0955159686736569e-5
click,1.0953492914790258e-5
blade,1.0887610089871022e-5
sized,1.0864165573009218e-5
grief,1.0847513026650245e-5
guest,1.083539305179464e-5
toxic,1.0811976691794908e-5
shoot,1.0800216763620852e-5
eager,1.079014832478657e-5
lover,1.0654749457210425e-5
mouse,1.0652304522721188e-5
shear,1.0640559561399669e-5
fence,1.0590677482452959e-5
brave,1.0569940253161813e-5
brass,1.0337241253630374e-5
tough,1.0280971340135309e-5
steep,1.027279882778807e-5
honey,1.0251433136764921e-5
drill,1.023918707627208e-5
drift,1.0233195197380839e-5
onset,1.0217730119504413e-5
swept,1.015295539201148e-5
ridge,1.0110314363888316e-5
tenth,1.0108796417979707e-5
grasp,1.007933501544398e-5
stuck,1.0043254184106397e-5
spray,1.0024246884965e-5
basal,1.0000507153677126e-5
bench,1.0000150255377357e-5
sandy,9.983184888143655e-6
alloy,9.968064315929335e-6
cruel,9.922580496169479e-6
faint,9.901921071645474e-6
actor,9.891099071096249e-6
erect,9.861963053073072e-6
tooth,9.846472331512778e-6
devil,9.845190855108677e-6
apple,9.843714070431718e-6
vapor,9.837790295020802e-6
vague,9.806842069066722e-6
drain,9.759458535145406e-6
piano,9.71656393276358e-6
corps,9.707307535869324e-6
screw,9.697227270588625e-6
lined,9.658938289762957e-6
stamp,9.657025296423768e-6
pains,9.645711479348992e-6
mayor,9.64470485778086e-6
rival,9.623869924330685e-6
dirty,9.545923602710147e-6
maker,9.52496450434109e-6
stops,9.382236427700264e-6
cheek,9.359161039664972e-6
opera,9.254995013484168e-6
coach,9.189969664006177e-6
altar,9.083351673576323e-6
upset,9.063207232172111e-6
straw,9.011733138372424e-6
risen,8.969546891662353e-6
cabin,8.943145120804922e-6
shake,8.935845882266804e-6
pause,8.895829133644367e-6
ether,8.839167686482399e-6
flash,8.77320129113661e-6
sworn,8.71206230511724e-6
shelf,8.698762200878929e-6
awful,8.635216795460186e-6
lever,8.626692404778975e-6
charm,8.608101583128439e-6
prose,8.579456879664574e-6
blast,8.57415009257932e-6
drunk,8.544123476057783e-6
stake,8.518619073388975e-6
ninth,8.506725987273678e-6
aided,8.389855195568114e-6
wagon,8.389350404006026e-6
spine,8.310254987385166e-6
smart,8.299252297181819e-6
loyal,8.279369414430505e-6
shale,8.118341358389728e-6
orbit,8.099673679841331e-6
probe,8.094612683788356e-6
crazy,8.077725560245583e-6
elder,8.039487779976355e-6
donor,8.03669917846332e-6
react,8.026501926928767e-6
flies,8.012822831361548e-6
breed,8.008386955702034e-6
elite,7.979443776515716e-6
aging,7.96322772255843e-6
harsh,7.936045589113083e-6
hated,7.928634559551346e-6
swing,7.886165705848369e-6
utter,7.879313364711328e-6
burnt,7.875934629952452e-6
gland,7.864857740942776e-6
angel,7.855286750651957e-6
lucky,7.850597884007676e-6
fatty,7.84766610248759e-6
stiff,7.81204286107501e-6
climb,7.780675994693688e-6
humor,7.764929313756837e-6
civic,7.71498069053041e-6
skull,7.670176158501371e-6
cured,7.600787859300099e-6
arrow,7.5995143709501855e-6
posed,7.5735270767588636e-6
spell,7.570791862719178e-6
alert,7.552855131143278e-6
funny,7.549954742146349e-6
globe,7.48016564245749e-6
olive,7.4090699868699334e-6
avail,7.398210347909485e-6
panic,7.383427008716123e-6
ruler,7.3670482837539295e-6
brake,7.341779805217742e-6
rails,7.3289244498210954e-6
super,7.3133604845954645e-6
thumb,7.175293164489504e-6
feast,7.171308054513167e-6
weary,7.168168255684349e-6
dwell,7.166571501076121e-6
patch,7.164617346505284e-6
polar,7.1643204206081215e-6
moist,7.157583293589501e-6
bride,7.148759229063236e-6
awake,7.115899013119049e-6
micro,7.0861778743439284e-6
radar,7.08562419447739e-6
folks,7.07033553754882e-6
hurry,7.065903677619223e-6
blown,7.062186617614843e-6
creek,7.047349774069356e-6
quasi,7.0103139283788416e-6
rifle,6.956178877300876e-6
axial,6.893629934494558e-6
sewer,6.874649018695698e-6
waist,6.873499716265717e-6
mount,6.858638805483045e-6
stern,6.808790044125188e-6
beast,6.752376066319352e-6
vivid,6.740630720476346e-6
adapt,6.730967708165835e-6
inlet,6.7256369197236145e-6
focal,6.711228551529714e-6
resin,6.711064922749926e-6
stack,6.703485598771516e-6
sheer,6.657309684130364e-6
unite,6.627627918415445e-6
minus,6.6124700438776655e-6
audio,6.5904696606251394e-6
undue,6.568912927367195e-6
weeds,6.548695735100295e-6
exile,6.528388042233101e-6
bonus,6.5012845218020275e-6
forum,6.459617436335156e-6
trout,6.404724884633747e-6
theft,6.38567015159423e-6
quota,6.373440806900839e-6
chaos,6.350773819227709e-6
scrap,6.3453402161666015e-6
sweat,6.333484737390946e-6
tense,6.309613472627041e-6
sweep,6.307968789498626e-6
linen,6.296852245156021e-6
weigh,6.296173586800056e-6
assay,6.260477028011265e-6
vocal,6.2589352213139105e-6
trick,6.253964249642962e-6
quest,6.242836662043085e-6
exert,6.198292177939284e-6
siege,6.1366622689375655e-6
aloud,6.126108428749573e-6
swear,6.1216896199422055e-6
sauce,6.085670922136178e-6
crash,6.083515309044588e-6
petty,6.071207377189949e-6
porch,6.054057338787687e-6
flock,6.040909698899017e-6
query,6.025503351072627e-6
float,6.020022381702226e-6
belly,5.996685469256092e-6
gamma,5.9748521123280475e-6
frost,5.947320101386989e-6
alpha,5.8913493981368065e-6
curse,5.877671783673594e-6
ounce,5.856963166458107e-6
seize,5.846742631853222e-6
ghost,5.839886274986264e-6
crest,5.835236341083583e-6
caste,5.818310210386404e-6
dread,5.809888270540385e-6
prone,5.786825431661084e-6
knock,5.772863742672317e-6
comic,5.7510075691546965e-6
spark,5.732386691008149e-6
ditch,5.72885435457995e-6
diary,5.7205488185644665e-6
bunch,5.6791444870314254e-6
elbow,5.677802913031164e-6
rocky,5.660763136141854e-6
lofty,5.651496839358485e-6
finer,5.6437515002811615e-6
snake,5.608218816077241e-6
batch,5.603447646637656e-6
wrist,5.60333722638284e-6
enact,5.601136574402455e-6
silly,5.594485019761262e-6
bless,5.55440853715631e-6
purse,5.5455990296509944e-6
thine,5.540710380443344e-6
swift,5.534474955814795e-6
token,5.524301104070194e-6
sands,5.515967460560037e-6
pious,5.510926213615542e-6
stove,5.48975107422805e-6
faded,5.487480374495412e-6
yeast,5.459941568460511e-6
bloom,5.4474385275609936e-6
paste,5.445409078054214e-6
lodge,5.435422459716991e-6
crust,5.430619144770076e-6
wrath,5.427138510864557e-6
genre,5.425275270786302e-6
folly,5.411168956917313e-6
piles,5.4098681419595604e-6
bosom,5.382029314741183e-6
maize,5.365906403853925e-6
nasal,5.362272316212753e-6
fetal,5.319632903291567e-6
bowed,5.279587040627231e-6
saint,5.253380889155435e-6
couch,5.239716866146763e-6
stout,5.223671013331098e-6
steal,5.197498493597356e-6
chips,5.192048086301255e-6
lapse,5.156512950132453e-6
arena,5.109356658340007e-6
woven,5.105204470949784e-6
infra,5.083429175475106e-6
beard,5.043897828206381e-6
tidal,5.020708792992109e-6
haste,5.010145116288151e-6
renew,4.991358527804165e-6
stain,4.988753824986781e-6
creep,4.9710118282474425e-6
fauna,4.970642855052479e-6
blend,4.96969958615539e-6
piety,4.967137150843822e-6
lemon,4.952943737589646e-6
relax,4.951384948278335e-6
ranch,4.931329389140592e-6
chase,4.92438669408042e-6
suite,4.897048977881713e-6
rotor,4.894519344622543e-6
cough,4.884782869799811e-6
rebel,4.883356475620191e-6
stare,4.8490957738674664e-6
lymph,4.840963544148828e-6
infer,4.835299733737774e-6
penal,4.833150314299726e-6
pants,4.8318582531989455e-6
slate,4.822794750776382e-6
plead,4.82150670540552e-6
scent,4.772293433307021e-6
optic,4.7623170786307656e-6
penny,4.759663460751963e-6
twist,4.741037501464656e-6
viral,4.74053041386202e-6
shine,4.708062335251596e-6
slain,4.703574757069401e-6
sober,4.684867981217514e-6
beads,4.643153110028232e-6
relay,4.638844940247213e-6
punch,4.617660389233922e-6
locus,4.571961718872462e-6
trait,4.538868088626852e-6
fairy,4.5387027776799875e-6
skirt,4.537308202306346e-6
colon,4.531984572877609e-6
lipid,4.51496227811992e-6
ultra,4.5130770632352214e-6
cliff,4.505508395912897e-6
swell,4.449739967052558e-6
creed,4.442579257828552e-6
stays,4.437066825400894e-6
epoch,4.426171276947763e-6
flank,4.419144622781532e-6
irony,4.417366416963958e-6
shout,4.40379399320774e-6
flask,4.388234551719823e-6
opium,4.375579243282437e-6
peril,4.375123187499413e-6
lobby,4.372859428254729e-6
abide,4.3666750956866236e-6
agony,4.366671581922946e-6
voter,4.342728199303443e-6
bored,4.318802073447907e-6
digit,4.313149144886319e-6
ozone,4.309743752107439e-6
laden,4.290960515967432e-6
flush,4.281889096771952e-6
sadly,4.267406754105783e-6
cloak,4.255885624974045e-6
email,4.253848703960713e-6
vigor,4.252832666304682e-6
mined,4.251897001234031e-6
fused,4.251813759672864e-6
bowel,4.2515158084970724e-6
await,4.244176760468689e-6
wedge,4.227234307781882e-6
twins,4.210133338024786e-6
merry,4.201217987715844e-6
manor,4.180541310416943e-6
hedge,4.173864341420278e-6
chill,4.160217385263754e-6
slice,4.158026804594056e-6
vowel,4.155547410915164e-6
depot,4.1386927401309684e-6
repay,4.115900793832739e-6
flora,4.106795165820548e-6
ferry,4.093408878478028e-6
unfit,4.073257757844614e-6
album,4.072567518631646e-6
choir,4.072116663327479e-6
thigh,4.062317892503059e-6
paved,4.050652210209606e-6
onion,4.044189737586449e-6
sinus,4.040554913267308e-6
coral,4.020959839909488e-6
frank,4.016014531810928e-6
boost,3.996867215829205e-6
canon,3.9821551318574884e-6
delta,3.974010941039064e-6
graft,3.940897793883122e-6
ionic,3.929331647339594e-6
boast,3.901908570153185e-6
medal,3.892386681191783e-6
noisy,3.8920047762454995e-6
stole,3.891960101250174e-6
sunny,3.882339865862295e-6
alley,3.87400444943725e-6
abode,3.866558099694248e-6
eagle,3.86497389424201e-6
surge,3.854388685180053e-6
gloom,3.835857547316797e-6
mound,3.822799375666343e-6
algae,3.7989574936878948e-6
cheer,3.77112126642042e-6
wreck,3.759908344559808e-6
chalk,3.7555186497943387e-6
baked,3.7496278552776667e-6
stool,3.7399225587293723e-6
swamp,3.7321873236150275e-6
ivory,3.7313233496955547e-6
chord,3.7276613500407504e-6
proxy,3.7246751505471333e-6
salad,3.7128891549178685e-6
thief,3.700120651657492e-6
ankle,3.698815335104674e-6
whale,3.6983707973461797e-6
macro,3.6941379907515875e-6
swine,3.6836459872580323e-6
fiery,3.681364683114123e-6
troop,3.6786452099342073e-6
ulcer,3.673968453055115e-6
robot,3.6658022322689734e-6
spoil,3.6623502019573505e-6
armor,3.6540303299920436e-6
overt,3.64642984070159e-6
ethyl,3.645841332597394e-6
crush,3.6438577656897817e-6
grape,3.635930393528096e-6
blunt,3.6337024866960467e-6
deity,3.623393257855178e-6
scorn,3.621065486613635e-6
edged,3.6171004552868834e-6
spear,3.6114663862133984e-6
flats,3.6082176769168736e-6
edema,3.6056475995737045e-6
beats,3.5986968670437274e-6
incur,3.5712900123267622e-6
folio,3.5646193829684635e-6
hardy,3.5615498594131927e-6
candy,3.5597764529424067e-6
queer,3.558447531010418e-6
